gen,ADF,ADICP,aNDF,Ash,Ca,CP,DM,ESC,Fat,K,Lignin,Mg,NDICP,P,Starch,WSC
109,30.8647721856979,0.547919950526818,36.0605012370927,9.41707157303078,1.16049486061927,21.687935615949,94.5831205430434,6.19781481887057,1.41613863769678,0.607441770840968,6.18334959643468,0.575188149072447,0.913885705622449,0.770398940638123,1.52616599133811,7.91018788932169
110,30.7657068182189,0.545391230840954,35.9240828982299,9.42968083716011,1.17134463145451,21.4680971180008,94.578886985822,6.20298820122142,1.42211036930958,0.608436462229159,6.09172898432513,0.571400497138168,0.911294318155021,0.743626543864507,1.52436119144482,7.9135374196686
111,30.6725865565385,0.545541655469615,35.8719917406407,9.40631817547197,1.15660816438182,21.4823923574833,94.5747706822488,6.20541410691631,1.3988105253992,0.605406527249991,6.10416171904054,0.568609092672895,0.918771223285911,0.788010330165685,1.55156400545079,7.89925731751289
112,30.5553235418261,0.543792141296982,35.7266185227812,9.43372945219691,1.16344927823442,21.6470181468653,94.588486502901,6.20065512352195,1.425947988227,0.606606302264223,6.0599786348552,0.575692668404256,0.915993703032886,0.73396882150342,1.51506884162437,7.91781046764947
113,30.7488238756385,0.545102868497395,35.9683147502295,9.40130295875832,1.16111047502372,21.4372770787518,94.5795682916238,6.21693786423893,1.45239382622337,0.607236342135983,6.11400814634765,0.572510985392011,0.913792963664199,0.70974274840452,1.5111756936768,7.91848034027407
114,30.9207991889576,0.550412207651145,35.9920615048091,9.45676026982868,1.16522583971892,21.5182219509887,94.5770684446014,6.19854867799051,1.42063278576078,0.606820141492372,6.11358181872498,0.575456435376871,0.917416555766685,0.734255093272806,1.51090613198276,7.90500380438484
115,30.5891240234833,0.549135036154912,35.741121456343,9.45209004301035,1.16339432255779,21.4439056111058,94.5741979587635,6.20473381257234,1.44424005140924,0.607418916634254,6.09860410579949,0.573539485967709,0.914705398432946,0.710930289597118,1.54380553619209,7.91092077306257
116,30.6258597931248,0.547032159141222,35.9093940453965,9.41934447190949,1.1570499391384,21.5145232030662,94.57888225511,6.22124911244202,1.48940339979211,0.605337575334493,6.14941706447889,0.573153070107107,0.914117395688858,0.783082993506756,1.53139630313436,7.92314352247658
117,30.6436780049336,0.54697322529415,35.8177706755856,9.44945424937209,1.16601612082387,21.4416371997761,94.5825803851093,6.2049637345545,1.40322253268094,0.607080191486474,6.07447508170787,0.572033792866733,0.914570585420056,0.849165818725511,1.55575284501424,7.90873073260773
118,30.3962308069522,0.544479048404917,35.6270853484679,9.44785916879582,1.15819365207052,21.5053755107362,94.5767078248598,6.22490356740899,1.42441365201611,0.605439937365397,6.01497985522449,0.572327988493524,0.91836116505084,0.757190226098013,1.56717088557387,7.92797075409358
119,30.41936017896,0.545451586014914,35.6200842643531,9.42510753574785,1.16489702524556,21.5890486644911,94.5665125580309,6.20515208068439,1.38133552269072,0.608008321907149,5.98951630975093,0.571068066201961,0.917093630829905,0.815262118356461,1.56046972587523,7.90872694267815
120,30.1651260844397,0.546656609314279,35.3307698866013,9.45466901982546,1.16571700690543,21.602477704097,94.5721032791922,6.2108184272748,1.39939211806764,0.606990060046691,6.03560604028999,0.574402140366658,0.918377034850976,0.770521744162428,1.53770878899004,7.91502427995124
121,30.535452759201,0.548058670066607,35.782062712807,9.46213703684369,1.15935399609562,21.6450008688463,94.5776526953735,6.21225753624393,1.4117608247688,0.610307721274943,6.06030092913835,0.573939320407871,0.914698194079992,0.776025031943846,1.53207603061076,7.90733442956167
122,30.9236144568961,0.547578395852425,36.1004318477624,9.45481165928079,1.16061021683492,21.4195773957677,94.5910005349785,6.20738204685501,1.43173856389944,0.607531754733446,6.09711639890303,0.571999584003896,0.919799809832707,0.758732505159339,1.53980505572239,7.90169812645559
123,30.7260833217266,0.549064443728694,35.8727221302737,9.44477624353311,1.16446792561541,21.6685035078556,94.5703858072562,6.19693202485122,1.41746625330304,0.606290594214668,6.10946965583285,0.571467457699456,0.916684626678088,0.753157143156833,1.51443926745134,7.90446020865367
124,30.129664163512,0.54703583948829,35.1877188134933,9.42151613264639,1.17207032706329,21.7816358952313,94.5749269593183,6.20858602002825,1.4023890225473,0.609053483731242,5.99274799937023,0.573905962188383,0.917666015985597,0.869566721397459,1.52496914569115,7.92120040370581
