"trait","comp","diff","lwr.ci","upr.ci","pval","loc"
"ESC","N_100-C_2012",-1.99366358282649,-5.368810154414,1.38148298876103,0.826039489165149,"WA"
"ESC","N_101-C_2012",0.427933178194309,-2.94721339339321,3.80307974978183,1,"WA"
"ESC","N_102-C_2012",1.13370045210799,-2.24144611947953,4.50884702369551,0.99999998593446,"WA"
"ESC","N_103-C_2012",-0.0938197580140354,-3.46896632960155,3.28132681357348,1,"WA"
"ESC","N_104-C_2012",-1.40400343463511,-4.77915000622263,1.9711431369524,0.999798827900449,"WA"
"ESC","N_105-C_2011",-0.474627277706603,-3.84977384929412,2.90051929388092,1,"WA"
"ESC","N_106-C_2012",1.48775694044342,-1.8873896311441,4.86290351203094,0.998824728515878,"WA"
"ESC","N_107-C_2012",-0.879974582332494,-4.25512115392001,2.49517198925502,1,"WA"
"ESC","N_108-C_2012",0.472178418232232,-2.90296815335529,3.84732498981975,1,"WA"
"ESC","N_109-C_2012",-0.0887498123870785,-3.4638963839746,3.28639675920044,1,"WA"
"ESC","N_11-C_2012",-0.949507301388323,-4.32465387297584,2.4256392701992,0.999999999999888,"WA"
"ESC","N_110-C_2012",0.545227829413463,-2.82991874217406,3.92037440100098,1,"WA"
"ESC","N_111-C_2012",-1.82852173357416,-5.20366830516167,1.54662483801336,0.932324618167915,"WA"
"ESC","N_112-C_2012",-2.03388235431274,-5.40902892590026,1.34126421727478,0.795550441980062,"WA"
"ESC","N_113-C_2012",0.424115498364216,-2.9510310732233,3.79926206995173,1,"WA"
"ESC","N_114-C_2012",0.37123579862876,-3.00391077295876,3.74638237021628,1,"WA"
"ESC","N_115-C_2012",-0.956831021491141,-4.33197759307866,2.41831555009638,0.999999999999835,"WA"
"ESC","N_116-C_2012",-1.41296896242354,-4.78811553401106,1.96217760916398,0.999753037874407,"WA"
"ESC","N_117-C_2012",-0.952998337078682,-4.3281449086662,2.42214823450884,0.999999999999888,"WA"
"ESC","N_118-C_2012",-1.54992472643318,-4.9250712980207,1.82522184515434,0.996650714726518,"WA"
"ESC","N_119-C_2012",-2.2310711259583,-5.60621769754582,1.14407544562922,0.623565392473152,"WA"
"ESC","N_12-C_2012",-2.51713042209365,-5.89227699368117,0.858016149493868,0.392813157553362,"WA"
"ESC","N_120-C_2012",-2.5470251390271,-5.92217171061462,0.828121432560419,0.370615746804631,"WA"
"ESC","N_121-C_2012",-0.835966937926798,-4.21111350951432,2.53917963366072,1,"WA"
"ESC","N_122-C_2012",2.55072530743135,-0.824421264156169,5.92587187901887,0.365676434161701,"WA"
"ESC","N_123-C_2012",-1.25652864689694,-4.63167521848446,2.11861792469058,0.999997241885049,"WA"
"ESC","N_124-C_2012",-2.6738474017306,-6.04899397331812,0.701299169856914,0.288296711543503,"WA"
"ESC","N_125-C_2012",-2.93836060456329,-6.31350717615081,0.436785967024225,0.161099687549656,"WA"
"ESC","N_126-C_2012",-1.46584528833424,-4.84099185992175,1.90930128325328,0.999239429683268,"WA"
"ESC","N_127-C_2012",-1.19776218505245,-4.57290875663996,2.17738438653507,0.999999702803413,"WA"
"ESC","N_128-C_2012",-1.23976605307107,-4.61491262465858,2.13538051851645,0.999998454807556,"WA"
"ESC","N_129-C_2012",-0.402079031304311,-3.77722560289183,2.97306754028321,1,"WA"
"ESC","N_13-C_2012",-1.96668700082185,-5.34183357240936,1.40845957076567,0.846906230286038,"WA"
"ESC","N_130-C_2012",-0.449030960401132,-3.82417753198865,2.92611561118639,1,"WA"
"ESC","N_131-C_2012",1.48229427636713,-1.89285229522038,4.85744084795465,0.998937902967804,"WA"
"ESC","N_132-C_2012",1.89022619998585,-1.48492037160167,5.26537277157336,0.89852652538652,"WA"
